PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
65,2/2/2022,54:38.4,1,2,"Siegel, Josiah",8900114,Left,GIT_YEL,"Campbell, Kristian",1000051599,Right,GIT_YJF,Undefined,2,Bottom,0,0,1,Fastball,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,81.18056,-0.933683,1.763429,1911.863822,155.03275,11:15,6.1189,-0.95755,5.2998,-21.8595,21.42206,-9.33772,3.42023,-0.07965,74.32261,-5.030618,0.106791,0.473503,82.64623,-19.832625,1.089428,,,,,10.53959,,1.289151,0.081724,5.17374,11.40697,0.8044,50,6.01864,-3.2448,-117.79337,-2.58403,7.28478,21.92681,-16.11265,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,55871a40-846a-11ec-adab-7968ab2d66aa,79.60336,3.37224,,6.85795,,,,1.18857,3.37224,0.05935,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,54:38.4,2022-02-02T15:54:38.3650354-05:00,2022-02-02T20:54:38.3650354Z,GroundBall,v3,,,,,,Undefined,GIT_YEL,6badae18-0529-4141-8912-b6955598af6e,55.19788,-118.757,10.9634,6.11664,-1.87593,-8.05633,0.95403,-3.56494,3.64239,180,1.18349,114.38996,,,,,,,,3.37407,-41.26397,,,,,,,,0.05925,2.17529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
66,2/2/2022,55:45.4,2,1,"Siegel, Josiah",8900114,Left,GIT_YEL,"Borden, Tim",1000013469,Right,GIT_YJF,Undefined,2,Bottom,1,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,70.62216,3.401001,-0.268254,1818.649375,296.896592,4:00,5.9371,-1.3907,4.77145,-58.81019,-0.98496,5.04827,4.26432,-1.22433,65.48157,-7.174249,0.618729,0.547306,,,,,,,,,,,,-2.54162,-0.80528,1.41287,50,6.22594,0.28819,-102.44627,4.12587,-2.73825,14.74512,-33.04163,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,7d821680-846a-11ec-adab-7968ab2d66aa,68.86905,,,5.14059,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,55:45.4,2022-02-02T15:55:45.3960000-05:00,2022-02-02T20:55:45.3960000Z,,v3,,,,,,Undefined,GIT_YEL,aca97ff9-87eb-4911-80a1-d7f33524ae64,55.72915,-103.26757,7.37256,5.94487,5.96629,-16.52082,1.39258,0.44072,-1.36912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.83414,1.609289,0.705382,0.903906,-1.89923,3.82656,1.18695,-3.55332,5.91051,3.88348,67.16405,4.57931,57.6139,-3.44326,86.32445,-9.0201,5.94599,10.1743,-12.90618,3.91099,62.44575,-3.33998,High,High,High,,,High,High,High
67,2/2/2022,56:07.4,2,2,"Siegel, Josiah",8900114,Left,GIT_YEL,"Borden, Tim",1000013469,Right,GIT_YJF,Undefined,2,Bottom,1,1,0,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,80.30612,-1.722468,1.939602,1879.894341,162.602689,11:30,6.12936,-1.01057,5.17105,-21.22178,23.63537,-6.91965,2.73852,0.23876,72.97604,-5.719035,0.715127,0.482045,58.15281,48.964793,131.596874,3637.78252,,,,,,,,4.04658,12.76851,0.83552,50,5.95357,-3.65601,-116.34293,-4.13032,5.50934,23.18829,-14.79004,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,8ab0dfd0-846a-11ec-adab-7968ab2d66aa,78.19283,38.89193,,7.33009,,,,2.38847,2.6682,-0.33484,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,56:07.4,2022-02-02T15:56:07.3967666-05:00,2022-02-02T20:56:07.3967666Z,,v3,,,,,,Undefined,GIT_YEL,0ecd88f9-503f-4ed3-addf-a02633b896bb,55.32578,-117.39961,11.59414,6.12643,-3.45635,-7.39502,1.00784,-3.90707,2.75467,324.58128,2.38847,-37.17368,-2.78471,1.83436,-1.28287,1.63138,-1.12194,0.07957,0.16755,2.6682,64.33551,-25.16908,2.76637,-0.75007,0.40782,-0.06739,-0.22381,0.13379,-0.33485,41.87545,-6.74879,1.44056,-0.53302,0.49859,-0.21344,-0.14631,0.11981,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
68,2/2/2022,56:31.3,2,3,"Siegel, Josiah",8900114,Left,GIT_YEL,"Borden, Tim",1000013469,Right,GIT_YJF,Undefined,2,Bottom,1,1,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,76.13743,-2.352969,2.2205,1900.441135,127.983195,10:15,5.80043,-1.49058,5.2314,-36.30333,13.67272,-15.24788,0.56046,-0.67292,69.45313,-9.009952,-0.485895,0.508806,,,,,,,,,,,,8.36871,8.05567,1.29818,50,5.55684,-3.69014,-110.2467,-5.67966,10.19628,21.43872,-22.35913,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,98c9e210-846a-11ec-adab-7968ab2d66aa,74.08016,,,6.68431,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,56:31.2,2022-02-02T15:56:31.2570000-05:00,2022-02-02T20:56:31.2570000Z,,v3,,,,,,Undefined,GIT_YEL,1dbb2cdf-937a-477a-8b83-f3f544ca289f,55.26648,-111.26611,10.71936,5.80163,-4.61647,-11.17956,1.48517,-4.17498,5.09814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.70997,,,1.442139,,,,-0.39719,5.85866,1.85309,127.27755,-1.38696,-3.97604,-0.0903,105.31832,-11.98974,5.92793,12.92036,-12.5297,1.78506,-6.81566,1.99984,High,High,High,,,High,High,High
69,2/2/2022,57:25.6,2,4,"Siegel, Josiah",8900114,Left,GIT_YEL,"Rubenstein, Jack",1000112706,Right,GIT_YJF,Undefined,2,Bottom,1,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.13398,-0.113746,1.862747,1861.996077,141.262719,10:45,6.20164,-0.9878,5.13545,-26.52159,17.40103,-12.77237,3.88433,-0.29744,73.72379,-5.047239,-0.396576,0.476997,,,,,,,,,,,,6.84902,9.11583,0.82326,50,6.17109,-3.27421,-117.58422,-1.09496,9.54223,23.30828,-19.47365,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,b932b270-846a-11ec-adab-7968ab2d66aa,79.02031,,,7.41019,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,57:25.6,2022-02-02T15:57:25.6384562-05:00,2022-02-02T20:57:25.6384562Z,,v3,,,,,,Undefined,GIT_YEL,2a5449f2-9587-4a43-ab28-1370948a4d4b,55.35948,-118.64185,11.65414,6.20073,-0.21133,-9.73683,0.98166,-3.70719,4.77111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
70,2/2/2022,57:51.6,2,5,"Siegel, Josiah",8900114,Left,GIT_YEL,"Rubenstein, Jack",1000112706,Right,GIT_YJF,Undefined,2,Bottom,1,1,0,Curveball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,75.80804,-1.180528,2.013267,1871.273726,133.736274,10:30,5.88844,-1.55925,4.93161,-33.66892,17.70225,-16.45588,1.96597,-1.02678,68.31591,-7.403579,-0.888763,0.515859,,,,,,,,,,,,8.80874,9.68512,1.37782,50,5.74663,-3.18908,-109.65824,-3.33091,10.52802,22.72906,-20.59863,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,c8b38210-846a-11ec-adab-7968ab2d66aa,73.06732,,,7.49213,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,57:51.6,2022-02-02T15:57:51.5807282-05:00,2022-02-02T20:57:51.5807282Z,,v3,,,,,,Undefined,GIT_YEL,fd37e381-990b-44ab-84ce-00d79de71765,55.56346,-110.80538,11.36453,5.88851,-2.29129,-10.29932,1.55219,-3.72044,5.26401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
71,2/2/2022,58:55.6,2,6,"Siegel, Josiah",8900114,Left,GIT_YEL,"Rubenstein, Jack",1000112706,Right,GIT_YJF,Undefined,2,Bottom,1,1,1,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,81.31324,-2.454108,2.633905,1998.061365,151.430485,11:00,6.14249,-1.0659,5.15294,-21.49159,22.73159,-11.47516,2.03744,0.45907,73.32805,-6.507507,0.604628,0.478626,58.29701,16.777784,179.356166,1824.879935,,,,91.0674,,177.214552,1.223281,6.59437,12.6004,0.82902,50,5.89737,-4.92813,-117.58521,-5.6899,9.09169,25.46857,-14.80181,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,eed97030-846a-11ec-adab-7968ab2d66aa,78.75132,8.73698,,7.98519,,,,2.65217,2.04716,-0.45076,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,58:55.6,2022-02-02T15:58:55.6328498-05:00,2022-02-02T20:58:55.6328498Z,GroundBall,v3,,,,,,Undefined,GIT_YEL,1e0f0c2c-0812-4ef4-a2e8-d4bfd488c68a,55.34314,-118.73688,12.73429,6.13953,-5.02057,-7.40091,1.06116,-5.33925,4.54584,29.799935,2.65216,-81.8561,6.34905,-1.91631,-0.28138,1.43208,-1.59313,0.84302,-0.17587,2.04716,24.68119,-23.99257,2.49037,-0.52249,0.19653,-0.1437,0.07125,-0.01474,-0.45077,0.92015,3.34715,-0.80421,-0.01771,0.32719,-0.37077,0.19644,-0.04095,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
72,2/2/2022,59:32.7,2,7,"Siegel, Josiah",8900114,Left,GIT_YEL,"Hare, Tyler",1000066701,Left,GIT_YJF,Undefined,2,Bottom,1,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,70.86974,1.923529,1.986892,1857.147745,325.761518,4:45,5.88998,-1.26674,4.69158,-64.26082,-6.26016,5.4241,2.36294,1.07242,65.65384,-9.571218,2.939432,0.548135,,,,,,,,,,,,-2.13221,-3.06732,1.05986,50,6.02708,-3.77346,-102.78996,1.26382,-2.29105,16.3504,-35.46992,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,04e20090-846b-11ec-adab-7968ab2d66aa,68.76483,,,5.2159,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,59:32.7,2022-02-02T15:59:32.6516786-05:00,2022-02-02T20:59:32.6516786Z,,v3,,,,,,Undefined,GIT_YEL,86b30c96-1e16-4fae-9d87-babcb26358d6,55.80982,-103.70998,8.1752,5.89981,3.25969,-17.73496,1.26856,-3.64455,-1.14552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
73,2/2/2022,59:54.1,2,8,"Siegel, Josiah",8900114,Left,GIT_YEL,"Hare, Tyler",1000066701,Left,GIT_YJF,Undefined,2,Bottom,2,0,1,Curveball,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,71.24265,0.803747,1.304255,1910.858429,314.759662,4:30,5.92215,-1.42253,4.67127,-61.43165,-4.10036,5.835,1.56647,0.30268,66.17041,-10.171031,2.330205,0.544963,78.46501,-39.312732,158.519771,,,,,1.77738,,22.302469,0.028194,-2.55256,-1.87102,1.284,50,5.94755,-2.57262,-103.4188,-0.62544,-2.77632,16.55736,-34.20906,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,11b192e0-846b-11ec-adab-7968ab2d66aa,69.16509,2.06056,,5.07224,,,,3.98602,2.06056,-0.24694,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,59:54.1,2022-02-02T15:59:54.0677682-05:00,2022-02-02T20:59:54.0677682Z,GroundBall,v3,,,,,,Undefined,GIT_YEL,93b9d3d3-7a4d-4720-b42f-665339724b4b,55.83086,-104.34815,8.27868,5.92877,1.29468,-17.10453,1.42402,-2.41679,-1.38816,,3.98692,-83.05292,,,,,,,,2.06136,-73.08505,,,,,,,,-0.24729,32.68231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
74,2/2/2022,00:18.5,2,9,"Siegel, Josiah",8900114,Left,GIT_YEL,"Hare, Tyler",1000066701,Left,GIT_YJF,Undefined,2,Bottom,2,0,2,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,82.70858,-0.011226,2.929009,1868.239706,153.724726,11:00,6.11951,-0.95395,5.43591,-20.83887,21.85623,-9.94918,4.37241,0.96216,73.57486,-4.009602,1.162165,0.470284,,,,,,,,,,,,5.95937,11.40875,0.70136,50,6.10479,-5.68078,-119.53492,-0.60025,8.40595,28.43324,-16.08157,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,203a1fd0-846b-11ec-adab-7968ab2d66aa,80.14821,,,9.13372,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,00:18.5,2022-02-02T16:00:18.4920000-05:00,2022-02-02T21:00:18.4920000Z,,v3,,,,,,Undefined,GIT_YEL,89e0deb5-1606-403c-bf38-08cd19f000d2,55.05457,-120.73123,14.21662,6.11581,0.07638,-8.04079,0.94782,-6.03446,4.20298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.60791,2.10159,1.167923,0.933667,-2.48875,4.08627,-1.037,-2.15833,5.79167,-0.69005,65.66507,4.08977,-59.11087,-2.13519,77.06661,-4.7558,5.86318,12.77386,-15.68405,-0.78248,-70.80382,8.88477,High,High,High,,,High,High,High
75,2/2/2022,01:35.7,2,10,"Siegel, Josiah",8900114,Left,GIT_YEL,"Hall, Colin",1000025152,Left,GIT_YJF,Undefined,2,Bottom,2,0,0,ChangeUp,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,75.889,-0.305673,2.366063,1871.174965,123.477964,10:00,5.77761,-1.38126,5.23567,-38.43719,12.6282,-16.00024,2.28696,-0.48943,67.88094,-7.432431,-0.470824,0.514322,93.09846,40.809705,9.694622,4067.089778,109.07324,91.71916,14.24811,285.86909,,2.626275,5.754749,8.85359,6.9739,1.17611,50,5.72161,-3.90487,-109.74708,-1.79046,10.50781,24.28651,-23.89714,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,4e4eb1b0-846b-11ec-adab-7968ab2d66aa,73.28575,118.33325,,8.00806,,,,2.30293,2.23013,0.44374,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,01:35.7,2022-02-02T16:01:35.7121586-05:00,2022-02-02T21:01:35.7121586Z,FlyBall,v3,,,,,,Undefined,GIT_YEL,d4d84e38-2e28-4576-8737-b8519b1fccec,55.25908,-110.90478,12.14325,5.77981,-0.65132,-11.94857,1.37418,-4.40576,5.2539,170.394963,2.3101,101.74601,-25.02322,6.10645,-1.11444,0.16177,-0.01978,0.00183,-8.00E-05,2.22928,89.24117,-19.49698,0.92027,0.17314,-0.1413,0.03678,-0.00441,0.0002,0.44589,17.36527,-7.40762,1.85811,-0.34812,0.05163,-0.00625,0.00056,-2.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
76,2/2/2022,02:20.6,3,1,"Siegel, Josiah",8900114,Left,GIT_YEL,"Campbell, Kristian",1000051599,Right,GIT_YJF,Undefined,2,Bottom,0,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.0109,-2.145492,3.93519,1878.904299,133.152169,10:30,6.33386,-1.03757,4.92247,-30.22758,15.20568,-14.27335,1.78082,1.49914,72.53949,-7.733763,1.424515,0.48513,,,,,,,,,,,,8.33205,8.75579,0.66584,50,6.1001,-7.40147,-116.82339,-5.41433,11.25182,26.69116,-20.35001,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,68fb9cd0-846b-11ec-adab-7968ab2d66aa,77.69551,,,8.47141,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,02:20.6,2022-02-02T16:02:20.5667378-05:00,2022-02-02T21:02:20.5667378Z,,v3,,,,,,Undefined,GIT_YEL,db9748bd-034f-47d1-8789-fbddfeee18f0,55.56976,-118.08908,13.34558,6.33396,-4.44933,-10.17501,1.02946,-7.93503,5.62591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
77,2/2/2022,02:46.1,3,2,"Siegel, Josiah",8900114,Left,GIT_YEL,"Campbell, Kristian",1000051599,Right,GIT_YJF,Undefined,2,Bottom,0,1,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,70.24466,2.275557,0.748823,1827.426983,325.746083,4:45,5.87977,-1.29956,4.8103,-68.27354,-8.3604,7.14626,2.34738,0.0054,63.86172,-10.027392,2.008093,0.557099,,,,,,,,,,,,-3.25201,-4.17347,1.21861,50,6.04716,-1.60403,-101.69804,1.75355,-3.35,19.22573,-36.4733,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,782db030-846b-11ec-adab-7968ab2d66aa,67.65842,,,6.38294,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,02:46.1,2022-02-02T16:02:46.0627506-05:00,2022-02-02T21:02:46.0627506Z,,v3,,,,,,Undefined,GIT_YEL,d91e2c3d-da1a-4419-9899-940e591fd6e4,55.6886,-102.76783,9.61287,5.89312,3.78305,-18.23665,1.30268,-1.41762,-1.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
78,2/2/2022,03:05.8,3,3,"Siegel, Josiah",8900114,Left,GIT_YEL,"Campbell, Kristian",1000051599,Right,GIT_YJF,Undefined,2,Bottom,0,1,1,Fastball,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,82.1255,-1.076545,2.90277,1917.980204,129.319821,10:15,6.08123,-1.01767,5.04058,-28.81261,14.89796,-16.13276,2.66322,0.37855,73.68865,-6.427397,0.055138,0.475844,,,,,,,,,,,,9.01201,8.2191,0.7543,50,5.95624,-5.32433,-118.74201,-3.20848,12.60314,27.08151,-20.67982,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,83f52150-846b-11ec-adab-7968ab2d66aa,79.21175,,,8.43684,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,03:05.8,2022-02-02T16:03:05.7539634-05:00,2022-02-02T21:03:05.7539634Z,,v3,,,,,,Undefined,GIT_YEL,7ef93512-87c6-47d3-92c4-6997f25c94dc,55.45527,-119.97974,13.54076,6.08128,-2.26333,-10.33991,1.01081,-5.90034,6.30157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
79,2/2/2022,04:00.4,3,4,"Siegel, Josiah",8900114,Left,GIT_YEL,"Borden, Tim",1000013469,Right,GIT_YJF,Undefined,2,Bottom,0,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,76.30911,0.991443,1.267913,1899.692259,133.980303,10:30,5.88149,-1.52802,4.99138,-33.26785,17.66371,-16.21162,4.0456,-1.68165,68.017,-5.217824,-1.592201,0.513647,,,,,,,,,,,,8.39154,8.94004,1.41969,50,5.95117,-1.7649,-110.31146,0.86763,10.07671,24.28023,-21.43871,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,a474fc20-846b-11ec-adab-7968ab2d66aa,73.38196,,,8.29212,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,04:00.4,2022-02-02T16:04:00.4217394-05:00,2022-02-02T21:04:00.4217394Z,,v3,,,,,,Undefined,GIT_YEL,e09ec71e-a4a6-4c9a-9785-870f0858f43b,55.50032,-111.51554,12.14012,5.88178,1.9308,-10.71935,1.51961,-2.26461,5.03835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
80,2/2/2022,04:21.3,3,5,"Siegel, Josiah",8900114,Left,GIT_YEL,"Borden, Tim",1000013469,Right,GIT_YJF,Undefined,2,Bottom,0,1,0,Fastball,Changeup,InPlay,Undefined,GroundBall,Single,0,0,,80.79509,-1.203799,0.842841,1963.125997,134.711908,10:30,6.19789,-0.92389,5.23931,-27.07824,17.42446,-15.95812,2.80968,-1.46153,72.96406,-6.255311,-1.988043,0.480136,80.75162,-9.49268,-22.015708,,,,,,,,,8.28918,9.56583,0.859,50,6.0678,-1.06372,-117.05829,-3.31995,11.32152,25.32278,-19.10884,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,b0f0f030-846b-11ec-adab-7968ab2d66aa,78.50361,2.78711,,7.83103,,,,1.9934,2.78711,1.51179,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,04:21.3,2022-02-02T16:04:21.2688434-05:00,2022-02-02T21:04:21.2688434Z,,v3,,,,,,Undefined,GIT_YEL,82559d05-5dbd-44c9-b31e-51b83e8e7a66,55.25731,-118.19012,12.66139,6.1971,-2.46586,-9.55442,0.91785,-1.56975,5.66076,180,1.99294,108.3721,,,,,,,,2.78719,-19.54634,,,,,,,,1.51198,-43.81974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
81,2/2/2022,05:19.8,4,1,"Siegel, Josiah",8900114,Left,GIT_YEL,"Hare, Tyler",1000066701,Left,GIT_YJF,Undefined,2,Bottom,0,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,68.55058,3.033195,-0.611189,1891.538852,303.954229,4:15,5.95432,-1.05079,4.83839,-71.98972,-9.58406,17.30481,2.83004,-0.18746,62.75219,-9.921427,2.438476,0.568569,,,,,,,,,,,,-8.67268,-4.98937,1.09561,50,6.19273,0.41603,-99.32333,2.9149,-8.58727,17.21603,-37.11428,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,d3da29e0-846b-11ec-adab-7968ab2d66aa,66.29347,,,5.79839,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,05:19.8,2022-02-02T16:05:19.7548594-05:00,2022-02-02T21:05:19.7548594Z,,v3,,,,,,Undefined,GIT_YEL,c92acc99-7b70-4372-a23b-ef373d163698,55.66361,-100.30022,8.60802,5.96758,5.02088,-18.55714,1.05818,0.9033,-4.29364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
82,2/2/2022,05:37.7,4,2,"Siegel, Josiah",8900114,Left,GIT_YEL,"Hare, Tyler",1000066701,Left,GIT_YJF,Undefined,2,Bottom,0,0,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.94166,-0.385758,2.587253,1801.969171,163.350246,11:30,6.14755,-0.9647,5.37586,-18.52241,26.05962,-7.26729,4.242,0.85683,72.14863,-3.975885,1.297808,0.480564,,,,,,,,,,,,4.48725,13.61564,0.73801,50,6.10061,-4.97467,-117.01324,-1.2483,6.07755,26.83964,-13.73302,GIT_YJF,GIT_YEL,GeorgiaTech,TeamExclusive,Team,20220202-GeorgiaTech-Private-1,de785d40-846b-11ec-adab-7968ab2d66aa,78.43375,,,8.79303,,,,,,,82b7e6d5-c1e4-46d1-b16f-4d61cc35d98b,2/2/2022,05:37.7,2022-02-02T16:05:37.7153074-05:00,2022-02-02T21:05:37.7153074Z,,v3,,,,,,Undefined,GIT_YEL,eaa25934-f7f4-4d0b-8812-7b6f55f6e8fc,55.11441,-118.18052,13.41982,6.14191,-0.65103,-6.86651,0.96011,-5.23898,3.03878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
